municipio,barrio,actividad_principal,codigo_ciiu,clasificación_de_la_empresa,sector_económico,nombre_cargo,numero_de_vacantes,numero_días_a_laborar_por_semana,salario_honorarios,tipo_de_contrato,duración_contrato_(meses),discapacidad,rango_edad,sexo,nivel_educativo,título,nivel_educativo_finalizado,capacitación_específica,manejo_programas_informáticos,programas_informáticos,años_de_experiencia_requerida,disponibilidad_fuera_ciudad,requiere_vehiculo,vehiculo,categoria,visa_pasaporte,idiomas
medellin,no dato,no dato,no dato,no dato,no dato,residente de obra,1,6,4200000,obra o labor,3,no dato,mayor o igual que 18,indiferente,profesional,ingeniero civil,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,encargado de obra,1,6,1400000,obra o labor,3,no dato,mayor o igual que 18,indiferente,secundaria (6° - 9°),secundaria,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,director de obra,1,6,4700000,obra o labor,3,no dato,mayor o igual que 18,indiferente,profesional,ingeniero civil,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ayudante de construcción,7,6,781242,obra o labor,3,no dato,mayor o igual que 18,indiferente,ninguno,no aplica,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellín,no dato,no dato,no dato,no dato,no dato,lider punto de venta- rionegro,1,6,1250000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,técnico,ventas o servicio al cliente,si,no aplica,si,office,2 años,no,no,no aplica,no aplica,no,no dato
medellín,no dato,no dato,no dato,no dato,no dato,commiunity mánager,1,6,2000000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,profesional,comunicador social,si,comunity manager,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
medellín,no dato,no dato,no dato,no dato,no dato,psicologa- gestion humana,1,6,1500000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,profesional,psicologia,si,no aplica,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
medellín,no dato,no dato,no dato,no dato,no dato,regente de farmacia- rionegro,2,6,1092000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,tecnologico,regencia de farmacia,si,no aplica,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
medellín,no dato,no dato,no dato,no dato,no dato,asesora punto de venta- rionegro,3,6,950000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,técnico,servicio al cliente o ventas,si,no aplica,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,vendedor,2,6,781242,termino indefinido,6,no dato,mayor o igual que 18,indiferente,media (10° - 13°),bachiller,si,no aplica,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
rionegro,no dato,no dato,no dato,no dato,no dato,conductor de ambulancia,2,6,728000,termino fijo,6,no dato,mayor o igual que 18,masculino,media (10° - 13°),bachiller,si,capacitacion en primero auxilios,no,no aplica,0,no,no,no aplica,c2,no,no dato
rionegro,no dato,no dato,no dato,no dato,no dato,auxiliar de enfermeria,2,6,728000,termino fijo,6,no dato,mayor o igual que 18,indiferente,técnico,auxiliar de enfermeria,si,soporte vital basico,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
rionegro,no dato,no dato,no dato,no dato,no dato,operario empaque de flor,6,6,64435,obra o labor,3,no dato,mayor o igual que 18,masculino,secundaria (6° - 9°),basica secundaria,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
rionegro,no dato,no dato,no dato,no dato,no dato,front desk,1,6,828116,termino indefinido,6,no dato,entre 20 y 35,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,12 años,no,no,no aplica,no aplica,no,no dato
rionegro,no dato,no dato,no dato,no dato,no dato,oficios varios y aseo,2,6,828116,termino indefinido,6,no dato,entre 22 y 35,femenino,media (10° - 13°),bachiller,no,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
rionegro,no dato,no dato,no dato,no dato,no dato,auxiliar administrativa,1,6,828116,termino indefinido,6,no dato,entre 24 y 35,femenino,técnico,auxiliar administrativo,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
rionegro,no dato,no dato,no dato,no dato,no dato,chef,1,6,1100,termino indefinido,6,no dato,entre 24 y 35,indiferente,técnico,cocina,si,no aplica,no,no aplica,24 meses,no,no,no aplica,no aplica,no,no dato
rionegro,no dato,no dato,no dato,no dato,no dato,auxiliar chef,1,6,828116,termino indefinido,6,no dato,entre 24 y 35,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,cajera,3,6,850000,termino indefinido,6,no dato,entre 22 y 35,femenino,técnico,mercadeo y ventas o afines,si,manejo de dinero,si,paquete office,1 año,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,asesora comercial,2,6,644350,termino indefinido,6,no dato,entre 26,femenino,media (10° - 13°),bachiller,si,no aplica,si,paquete office,1 año,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,auxiliar de producción,5,6,700,termino indefinido,6,no dato,entre 25 y 40,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,mensajero con moto,1,6,644350,obra o labor,3,no dato,entre 23 y 40,masculino,media (10° - 13°),bachiller,si,no aplica,si,excel,2 años,no,si,moto,b2,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,conductor,1,6,644350,termino indefinido,6,no dato,entre 25 y 50,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,3 meses,si,no,no aplica,c2,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,electromecanicos,2,6,1100000,termino indefinido,6,no dato,entre 23 y 38,masculino,tecnologico,electromecanica,si,no aplica,si,sap,1 año,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,tubero,5,6,1100000,obra o labor,3,no dato,mayor o igual que 18,masculino,técnico,mecanico/soldadura,si,curso de alturas,no,no aplica,3 meses,si,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,auxiliar de salud ocupacional,5,6,1000000,obra o labor,3,no dato,entre 20 y 40,indiferente,tecnologico,salud ocupacional / manejo ambiental,si,"licencia de salud ocupacional, curso de alturas.",si,office,1 año,si,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,tecnico en sistemas,1,6,750000,termino indefinido,6,no dato,entre 20 y 35,masculino,técnico,sistemas,si,no aplica,si,office,1 año,si,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,mecanicos de fabricacion y montajes,18,6,1100000,obra o labor,3,no dato,.,masculino,técnico,tecnico industrial/bachiller tecnico industrial,si,"curso de alturas, energias peligrosas, espacios confinados",no,no aplica,3 meses,si,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,auxiliares de fabricación y montajes,20,6,644350,obra o labor,3,no dato,.,masculino,media (10° - 13°),bachiller,si,curso de alturas,no,no aplica,2 años,si,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,paileros,16,6,830000,obra o labor,3,no dato,.,masculino,técnico,mecanica y/o soldadura,si,curso de alturas,no,no aplica,3 meses,si,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,dibujante,1,6,1300000,obra o labor,6,no dato,entre 18 y 40,indiferente,tecnologico,diseño industrial,si,manejo de autocad e inventor,si,office,3 meses,si,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,ayudante entendido,1,6,680000,termino indefinido,6,no dato,entre 23 y 45,masculino,secundaria (6° - 9°),secundaria,si,trabajo seguro en alturas,no,no aplica,1 año,si,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,almacenista de herramientas,1,6,644350,obra o labor,6,no dato,entre 23 y 45,indiferente,media (10° - 13°),bachiller,si,no aplica,si,excel,2 años,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,auxiliar de salud ocupacional,2,6,1000000,obra o labor,3,no dato,entre 20 y 54,masculino,tecnologico,seguridad salud en el trabajo y medio ambiente,si,curso de alturas,si,"word, excel",1 año,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,operario de dobladora,1,6,1000000,obra o labor,3,no dato,entre 20 y 50,masculino,secundaria (6° - 9°),secundaria,si,curso de alturas,no,no aplica,3 meses,si,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,auxiliar de gruas,2,6,644350,termino indefinido,6,no dato,mayor o igual que 18,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,1 año,si,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,auxiliar de fabricacion y montaje,1,6,644350,termino indefinido,6,no dato,entre 18 y 48,indiferente,media (10° - 13°),bachiller,si,curso de alturas,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,ingeniero mecanico,3,5,2500000,termino indefinido,6,no dato,entre 28 y 45,indiferente,profesional,"ingeniero mecanico, electromecanico, electrico",si,no aplica,si,excel basico,3 meses,si,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,auxiliar de gruas,10,6,644350,termino indefinido,6,no dato,mayor o igual que 20,masculino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,6 meses,si,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,auxiliar f y m,20,6,644350,obra o labor,3,no dato,mayor o igual que 20,masculino,primaria (1° - 5°),primaria,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,conductor camion grua,1,6,850000,termino indefinido,6,no dato,mayor o igual que 18,masculino,secundaria (6° - 9°),secundaria,no,no aplica,no,no aplica,24 meses,no,no,no aplica,"c2,c3",no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,aprendiz tecnologo textil fase productiva,1,6,737717,aprendizaje,6,no dato,entre 18 y 30,indiferente,tecnologico,textil,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,supervisor de tintoreria,1,6,1150000,termino fijo,12,no dato,entre 20 y 40,indiferente,técnico,tintoreria,si,no aplica,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,operario de producción textil,1,6,737717,termino fijo,12,no dato,entre 20 y 40,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,montador textil,1,6,737717,termino fijo,12,no dato,entre 20 y 40,indiferente,media (10° - 13°),bachiller,si,no aplica,si,excel,6 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,mecánicao textil,1,6,1020000,termino indefinido,6,no dato,entre 20 y 40,indiferente,técnico,mecánica textil,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,operario de producción textil,8,6,781242,termino fijo,12,no dato,entre 20 y 40,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,mecanico textil,1,6,1020000,termino indefinido,6,no dato,entre 20 y 40,indiferente,media (10° - 13°),bachiller,si,no aplica,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,supervisor de tintoreria con experiencia en empresas textiles,2,6,1150000,termino fijo,12,no dato,entre 20 y 40,indiferente,media (10° - 13°),bachiller,si,tintoreria,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,asesor comercial,1,5,644350,termino fijo,11,no dato,mayor o igual que 25,femenino,técnico,tecnico en ventas y mercadeo,si,no aplica,si,office,1 año,si,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,supervisor,1,5,1200000,termino fijo,4,no dato,entre 30 y 35,masculino,tecnologico,metalmecanico o afines,si,no aplica,si,office,2 años,si,no,no aplica,b1,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,almacenista,1,5,800000,termino fijo,4,no dato,entre 30 y 50,masculino,técnico,técnico,si,manejo de herramientas manuales,si,office,2 años,si,no,no aplica,b1,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,auxiliar contable,1,5,900000,termino fijo,4,no dato,entre 20 y 40,femenino,técnico,técnico en contabilidad,si,contai - sci,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,ingeniero mecánico o electromecánico,1,5,2000000,termino fijo,4,no dato,entre 20 y 40,indiferente,profesional,ingeniero mecánico o electromecácnico,si,no aplica,si,solid edge - inventor - solid work - auto cad - microsoft office,1 año,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,auxiliar contable,1,5,800,termino fijo,6,no dato,entre 25 y 35,femenino,técnico,contabilidad,si,no aplica,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,auxiliar contable,1,5,900000,termino fijo,6,no dato,entre 25 y 35,femenino,técnico,contabilidad,si,no aplica,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,administrador de marca,1,5,1200000,termino fijo,3,no dato,mayor o igual que 18,indiferente,tecnologico,publicista,si,no aplica,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,auxiliar contable,1,5,800,termino fijo,6,no dato,entre 25 y 40,indiferente,técnico,contabilidad,si,no aplica,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,técnico de mantenimiento industrial,1,6,900,termino fijo,3,no dato,entre 20 y 40,masculino,técnico,mecánica industrial o mantenimiento industrial,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,operario y oficios varios,3,6,650,termino fijo,3,no dato,entre 30 y 45,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,5 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,operario oficios varios,2,6,650,termino fijo,3,no dato,mayor o igual que 18,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,5 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,mecánico industrial,1,5,1000000,termino fijo,12,no dato,entre 30 y 45,masculino,tecnologico,mecanico industrila o electromecanica,si,no aplica,no,no aplica,24 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,técnico de mantenimiento,1,6,900000,termino fijo,6,no dato,mayor o igual que 18,masculino,tecnologico,tecnólogo electromecánico o tecnólogo mecánico,si,no aplica,si,office basico,0,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,operario de planta y oficios varios,10,6,689455,termino fijo,12,no dato,entre 26 y 40,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,operario de planta y oficios varios,10,6,689455,termino fijo,12,no dato,entre 26 y 40,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,operario de planta y oficios varios,20,6,781242,termino fijo,3,no dato,mayor o igual que 18,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,lider de almacen de materias primas,1,6,1200000,termino fijo,6,no dato,mayor o igual que 18,indiferente,tecnologico,logística,si,no aplica,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,analista de producción y calidad,1,6,1100000,termino fijo,9,no dato,mayor o igual que 18,indiferente,tecnologico,calidad,s|,no aplica,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,secretaria - auxiliar contable,1,6,1000000,termino indefinido,6,no dato,mayor o igual que 18,femenino,técnico,auxiliar contable,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,asistente financiero,1,5,1200000,termino indefinido,6,no dato,mayor o igual que 18,masculino,tecnologico,"financiero, administrador de empresas, contable",si,no aplica,si,"word, excel",2 años,no,no,no aplica,no aplica,no,inglés
sabaneta,no dato,no dato,no dato,no dato,no dato,auxiliar contable,1,5,1100000,termino fijo,6,no dato,entre 23 y 38,indiferente,tecnologico,contaduria o afines,si,no aplica,si,excel avanzado,3 meses,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,auxiliar de muestras (ropa intima ),2,5,900,termino fijo,6,no dato,25-40,indiferente,media (10° - 13°),bachiller,si,maquinas de confeccion,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
sabaneta,no dato,no dato,no dato,no dato,no dato,ingeniero civil especialista en estructuras - jefe de ingeniería,1,5,3000000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,especialización,ingeniería civil con especialización en estructuras,si,no aplica,si,office,2 años,no,no,no aplica,no aplica,no,no dato
